339 Eupsittula nana (Olive-throated Parakeet),-1
340 Nestor notabilis (Kea),-1
341 Columbina talpacoti (Ruddy Ground-Dove),-1
342 Geopelia striata (Zebra Dove),-1
343 Athene noctua (Little Owl),-1
344 Crotophaga ani (Smooth-billed Ani),-1
345 Sialia sialis (Eastern Bluebird),-1
346 Platalea alba (African Spoonbill),-1
347 Bubo virginianus (Great Horned Owl),-1
348 Petrochelidon fulva (Cave Swallow),-1
349 Progne subis (Purple Martin),-1
350 Setophaga coronata auduboni (Audubon's Warbler),-1
351 Hirundo neoxena (Welcome Swallow),-1
352 Hirundo rustica (Barn Swallow),-1
353 Calidris virgata (Surfbird),-1
354 Calidris pugnax (Ruff),-1
355 Platalea regia (Royal Spoonbill),-1
356 Tachycineta thalassina (Violet-green Swallow),-1
357 Bostrychia hagedash (Hadada Ibis),-1
358 Riparia riparia (Bank Swallow),-1
359 Eudocimus albus (White Ibis),-1
360 Plegadis falcinellus (Glossy Ibis),-1
361 Plegadis chihi (White-faced Ibis),-1
362 Corvus corax (Common Raven),0
363 Stelgidopteryx serripennis (Northern Rough-winged Swallow),-1
364 Sula dactylatra (Masked Booby),-1
365 Sula sula (Red-footed Booby),-1
366 Sula leucogaster (Brown Booby),-1
367 Morus serrator (Australasian Gannet),-1
368 Eudyptula minor (Little Penguin),-1
369 Megadyptes antipodes (Yellow-eyed Penguin),-1
370 Scopus umbretta (Hamerkop),-1
371 Troglodytes troglodytes (Eurasian Wren),-1
372 Calidris canutus (Red Knot),-1
373 Lanius collurio (Red-backed Shrike),-1
374 Calidris bairdii (Baird's Sandpiper),-1
375 Meleagris gallopavo intermedia (Rio Grande Wild Turkey),-1
376 Calidris mauri (Western Sandpiper),-1
377 Calidris maritima (Purple Sandpiper),-1
378 Calidris alpina (Dunlin),-1
379 Calidris ferruginea (Curlew Sandpiper),-1
380 Calidris melanotos (Pectoral Sandpiper),-1
381 Limnodromus griseus (Short-billed Dowitcher),-1
382 Malurus cyaneus (Superb Fairywren),-1
383 Tringa nebularia (Common Greenshank),-1
384 Todiramphus sanctus vagans (New Zealand Kingfisher),-1
385 Tringa ochropus (Green Sandpiper),-1
386 Tringa glareola (Wood Sandpiper),-1
387 Tringa melanoleuca (Greater Yellowlegs),-1
388 Tringa flavipes (Lesser Yellowlegs),-1
389 Numenius arquata (Eurasian Curlew),-1
390 Numenius phaeopus (Whimbrel),-1
391 Phalacrocorax carbo novaehollandiae (Australasian Great Cormorant),-1
392 Petroica macrocephala macrocephala (South Island Tomtit),-1
393 Petroica australis longipes (North Island Robin),-1
394 Prosthemadera novaeseelandiae novaeseelandiae (Mainland Tui),-1
395 Asio flammeus (Short-eared Owl),-1
396 Rhipidura fuliginosa fuliginosa (South Island Fantail),-1
397 Scolopax minor (American Woodcock),-1
398 Arenaria interpres (Ruddy Turnstone),-1
399 Arenaria melanocephala (Black Turnstone),-1
400 Rhipidura fuliginosa placabilis (North Island Fantail),-1
401 Limosa limosa (Black-tailed Godwit),-1
402 Limosa haemastica (Hudsonian Godwit),-1
403 Limosa fedoa (Marbled Godwit),-1
404 Phalaropus lobatus (Red-necked Phalarope),-1
405 Bartramia longicauda (Upland Sandpiper),-1
406 Limosa lapponica (Bar-tailed Godwit),-1
407 Aegolius acadicus (Northern Saw-whet Owl),-1
408 Actitis hypoleucos (Common Sandpiper),-1
409 Trichoglossus haematodus (Rainbow Lorikeet),-1
410 Surnia ulula (Northern Hawk Owl),-1
411 Polioptila caerulea (Blue-gray Gnatcatcher),-1
412 Spizella passerina (Chipping Sparrow),0
413 Pycnonotus jocosus (Red-whiskered Bulbul),-1
414 Passerina cyanea (Indigo Bunting),0
415 Passerina versicolor (Varied Bunting),-1
416 Manorina melanocephala (Noisy Miner),-1
417 Ocyphaps lophotes (Crested Pigeon),-1
418 Jabiru mycteria (Jabiru),-1
419 Pycnonotus cafer (Red-vented Bulbul),-1
420 Anser cygnoides domesticus (Domestic Swan Goose),-1
421 Picus viridis (European Green Woodpecker),-1
422 Phoebastria nigripes (Black-footed Albatross),-1
423 Struthio camelus (Common Ostrich),-1
424 Phoebastria immutabilis (Laysan Albatross),-1
425 Fulmarus glacialis (Northern Fulmar),-1
426 Francolinus pondicerianus (Grey Francolin),-1
427 Cynanthus latirostris (Broad-billed Hummingbird),-1
428 Podiceps nigricollis (Eared Grebe),-1
429 Podiceps cristatus (Great Crested Grebe),-1
430 Podiceps auritus (Horned Grebe),-1
431 Dendrocopos major (Great Spotted Woodpecker),-1
432 Podiceps grisegena (Red-necked Grebe),-1
433 Tachybaptus ruficollis (Little Grebe),-1
434 Charadrius montanus (Mountain Plover),-1
435 Phalacrocorax auritus (Double-crested Cormorant),-1
436 Phalacrocorax carbo (Great Cormorant),-1
437 Phalacrocorax penicillatus (Brandt's Cormorant),-1
438 Aechmophorus clarkii (Clark's Grebe),-1
439 Pelecanus onocrotalus (Great White Pelican),-1
440 Pelecanus erythrorhynchos (American White Pelican),-1
